tx_coord,receiver_0,receiver_1,receiver_2,receiver_3,receiver_4,receiver_5,receiver_6,receiver_7,receiver_8,class_label,best_tile_localization,best_Localization_value
"(7, 1)",-53.0,-63.0,,,-39.0,-61.0,,,,1191,"(12, 9)",-25.79381999573375
"(7, 1)",-46.0,,-74.0,,,,,-77.0,-84.0,1191,"(16, 12)",-29.411844121026007
"(7, 1)",,-62.0,,,-45.0,-64.0,-78.0,-68.0,-78.0,1191,"(8, 11)",-25.0978740259766
"(7, 1)",-40.0,-60.0,-80.0,,-38.0,-67.0,-76.0,-79.0,-82.0,1191,"(12, 9)",-31.06697984594804
"(7, 1)",-58.0,-62.0,-75.0,,-41.0,-60.0,-80.0,-77.0,,1191,"(12, 9)",-28.517006749043606
"(7, 1)",,-66.0,,,-49.0,,-76.0,-71.0,,1191,"(8, 11)",-26.562371970190828
"(7, 1)",-50.0,-67.0,-71.0,,,,-75.0,-78.0,-72.0,1191,"(16, 12)",-25.063746343331655
"(7, 1)",-39.0,-54.0,-64.0,,-49.0,-57.0,,-73.0,,1191,"(14, 11)",-15.14093748067629
"(7, 1)",-52.0,-52.0,-61.0,-77.0,-49.0,-49.0,-72.0,-67.0,-62.0,1191,"(11, 30)",-12.39858837136957
"(7, 1)",-52.0,,,,,,-79.0,-74.0,,1191,"(16, 12)",-30.34872400951678
"(7, 1)",-64.0,,,,,-63.0,,,-76.0,1191,"(14, 15)",-25.790229164270134
"(7, 1)",-50.0,-52.0,,,-45.0,,-73.0,-70.0,,1191,"(12, 9)",-18.235758612378646
"(7, 1)",-44.0,-56.0,-77.0,,-46.0,-59.0,-71.0,-70.0,,1191,"(12, 9)",-21.781765786650446
"(7, 1)",-53.0,-63.0,-67.0,,-48.0,,-72.0,-78.0,-72.0,1191,"(12, 9)",-20.892619346356938
"(7, 1)",-58.0,-64.0,,,-68.0,-61.0,-77.0,,,1191,"(16, 12)",-30.853712745148503
"(7, 1)",-58.0,-46.0,-60.0,,-56.0,-57.0,-67.0,-67.0,-66.0,1191,"(12, 30)",-13.5902787013619
"(7, 1)",-51.0,-67.0,-68.0,,-46.0,-66.0,-76.0,-73.0,-76.0,1191,"(12, 9)",-24.52721834663218
"(7, 1)",-44.0,-54.0,-60.0,,-44.0,-61.0,-67.0,-67.0,,1191,"(12, 9)",-12.850551650240039
"(7, 1)",-51.0,,,-85.0,-42.0,-60.0,,,-82.0,1191,"(12, 9)",-31.066898578057604
"(7, 1)",-51.0,-49.0,-73.0,-85.0,-51.0,,-68.0,-66.0,-65.0,1191,"(14, 32)",-16.70212363797467
"(7, 1)",,-66.0,-62.0,,,,-73.0,-67.0,-70.0,1191,"(8, 84)",-27.279061531325432
"(7, 1)",-56.0,,,,,-68.0,-86.0,-78.0,-81.0,1191,"(16, 12)",-35.88874753382605
"(7, 1)",-38.0,-47.0,,,-49.0,-56.0,-70.0,-86.0,-83.0,1191,"(12, 9)",-25.649562593679185
"(7, 1)",-58.0,-65.0,-74.0,,-52.0,-62.0,-78.0,-82.0,-73.0,1191,"(12, 9)",-27.72107533112997
"(7, 1)",-52.0,-64.0,-70.0,,-34.0,,-83.0,,-84.0,1191,"(12, 9)",-31.639514115507588
"(7, 1)",-44.0,-65.0,,-74.0,-45.0,-57.0,-61.0,-69.0,-68.0,1191,"(12, 9)",-14.377159690400056
"(7, 1)",,,,,-39.0,-63.0,,,,1191,"(6, 11)",-28.129752563864265
"(7, 1)",-44.0,-60.0,-64.0,,-44.0,-57.0,,-70.0,-65.0,1191,"(12, 9)",-11.676635425976778
"(7, 1)",-55.0,-62.0,-79.0,,-40.0,-64.0,-84.0,-82.0,-84.0,1191,"(12, 9)",-34.52638466263547
"(7, 1)",,,,,-47.0,,,,,1191,"(13, 9)",-12.127473681744458
"(7, 1)",,-58.0,-79.0,,,,,-64.0,-66.0,1191,"(14, 100)",-23.877905092480255
"(7, 1)",,,,,-52.0,,,,-86.0,1191,"(5, 11)",-40.4305460007777
"(7, 1)",-51.0,-58.0,-71.0,,-52.0,-53.0,,,-66.0,1191,"(13, 14)",-14.967974384246169
"(7, 1)",-60.0,-60.0,-70.0,,-52.0,-68.0,,,-72.0,1191,"(11, 10)",-21.961735454204344
"(7, 1)",-45.0,,,-75.0,-52.0,-62.0,-73.0,-72.0,-70.0,1191,"(12, 9)",-19.10526812133233
"(7, 1)",-55.0,-63.0,-75.0,,-58.0,-68.0,-81.0,,-76.0,1191,"(12, 9)",-29.579126789673204
"(7, 1)",-52.0,-59.0,-62.0,,-47.0,-50.0,-65.0,-65.0,-68.0,1191,"(13, 14)",-11.4875385036692
"(7, 1)",,-62.0,,-74.0,-56.0,-52.0,,-62.0,-65.0,1191,"(11, 30)",-13.232049458546852
"(7, 1)",-53.0,-67.0,-73.0,,-31.0,-66.0,,-76.0,,1191,"(12, 9)",-27.185707252862
"(7, 1)",,-69.0,-70.0,-84.0,-46.0,-67.0,-83.0,-83.0,-80.0,1191,"(8, 11)",-33.10625156218889
"(7, 1)",,,-73.0,,-52.0,,,,-71.0,1191,"(7, 12)",-16.575353122782186
"(7, 1)",,-65.0,-74.0,-82.0,,-52.0,-69.0,-71.0,-63.0,1191,"(8, 72)",-24.454638586270107
"(7, 1)",-54.0,-61.0,-81.0,,-39.0,-63.0,-80.0,-82.0,-88.0,1191,"(12, 9)",-34.99521195312419
"(7, 1)",-46.0,-56.0,,-80.0,-49.0,,-65.0,,-66.0,1191,"(14, 11)",-14.981038371207328
"(7, 1)",-50.0,-70.0,,,-54.0,-65.0,,,,1191,"(12, 9)",-32.28335168507295
"(7, 1)",-60.0,-67.0,,,-49.0,-74.0,,,-79.0,1191,"(12, 9)",-32.270408936249574
"(7, 1)",,-51.0,-67.0,,-43.0,-58.0,-71.0,-70.0,-81.0,1191,"(12, 30)",-19.369293576300862
"(7, 1)",-57.0,-71.0,-70.0,,-48.0,,-79.0,-72.0,,1191,"(12, 9)",-27.15355704439496
"(7, 1)",,-67.0,,,-49.0,,,,-72.0,1191,"(11, 10)",-21.46597870727559
"(7, 1)",,-69.0,,,-37.0,-62.0,-84.0,,-83.0,1191,"(8, 11)",-35.80283472058222
"(7, 1)",,-54.0,-60.0,,-55.0,-53.0,-75.0,-70.0,,1191,"(11, 30)",-18.027391992668775
"(7, 1)",-50.0,,,,,-63.0,,-76.0,-81.0,1191,"(16, 12)",-27.464452784471206
"(7, 1)",,-64.0,,-75.0,-45.0,,,,,1191,"(11, 10)",-22.36969404081269
"(7, 1)",,,,,,-51.0,,,,1191,"(13, 14)",-16.135845516692317
"(7, 1)",,-61.0,,,-58.0,-61.0,-77.0,,-81.0,1191,"(11, 18)",-29.817635693913157
"(7, 1)",-46.0,,-63.0,-83.0,-42.0,-54.0,-71.0,,-73.0,1191,"(12, 9)",-18.630348983242456
"(7, 1)",-43.0,,,,-52.0,,-89.0,,,1191,"(12, 9)",-56.298248482704565
"(7, 1)",-60.0,-69.0,,,-59.0,-60.0,,,-69.0,1191,"(11, 12)",-22.6165540327386
"(7, 1)",-49.0,-61.0,-58.0,-83.0,-52.0,-52.0,-71.0,-63.0,-68.0,1191,"(11, 30)",-14.823627208748295
"(7, 1)",-45.0,-61.0,-65.0,,,-59.0,-71.0,-70.0,-63.0,1191,"(12, 32)",-15.486990970227238
"(7, 1)",-59.0,-66.0,,,-50.0,,,,-79.0,1191,"(12, 9)",-27.885086009946832
"(7, 1)",,,,,-39.0,,,,-79.0,1191,"(5, 11)",-26.106005217661814
"(7, 1)",,,-66.0,,,,-75.0,-79.0,,1191,"(9, 78)",-43.017974120166464
"(7, 1)",,,,,-46.0,,,,,1191,"(13, 9)",-11.126317195212469
"(7, 1)",-46.0,-49.0,-62.0,-72.0,-56.0,-55.0,-71.0,-70.0,-67.0,1191,"(11, 30)",-13.534097355635623
"(7, 1)",-49.0,-63.0,,-72.0,-56.0,,,,-67.0,1191,"(14, 11)",-14.98223793521642
"(7, 1)",,-64.0,,,,-70.0,,,,1191,"(18, 19)",-35.3689842510441
"(7, 1)",-43.0,-64.0,-79.0,,-62.0,-67.0,,,-79.0,1191,"(12, 9)",-29.73681341926652
"(7, 1)",,,-59.0,,-52.0,,-72.0,-69.0,-68.0,1191,"(7, 82)",-19.58717046104669
"(7, 1)",,,,,-57.0,,-74.0,-80.0,-77.0,1191,"(5, 74)",-28.9072029121578
"(7, 1)",-52.0,-67.0,-69.0,,-52.0,-63.0,,-76.0,-78.0,1191,"(12, 9)",-24.293297658787594
"(7, 1)",-53.0,,,,-52.0,-65.0,,,,1191,"(12, 9)",-29.635372735909467
"(7, 1)",,-61.0,-59.0,,-52.0,-57.0,-67.0,,-69.0,1191,"(10, 31)",-15.588581452153923
"(7, 1)",,,,,-49.0,-71.0,,-75.0,,1191,"(8, 11)",-29.502301765091048
"(7, 1)",,-69.0,-78.0,,,-59.0,,,-85.0,1191,"(12, 29)",-38.99349545198449
"(7, 1)",-53.0,,-65.0,,-56.0,,-80.0,-76.0,-76.0,1191,"(12, 9)",-23.040036904869694
"(7, 1)",,-67.0,-74.0,,,,-74.0,-79.0,-75.0,1191,"(6, 75)",-35.18187945175181
"(7, 1)",-50.0,,-75.0,,-44.0,,-75.0,-79.0,-73.0,1191,"(12, 9)",-25.51878757612616
"(7, 1)",-56.0,-56.0,,,-58.0,-68.0,,-72.0,-73.0,1191,"(15, 14)",-21.196028849521266
"(7, 1)",-38.0,-59.0,-76.0,-85.0,-37.0,-63.0,-77.0,,-83.0,1191,"(12, 9)",-30.70842670638582
"(7, 1)",-45.0,-59.0,-74.0,,-48.0,-56.0,-66.0,-64.0,-65.0,1191,"(14, 11)",-13.606171016168227
"(7, 1)",-35.0,-51.0,-71.0,,-40.0,-68.0,-74.0,,-80.0,1191,"(12, 9)",-24.446132419117
"(7, 1)",-59.0,,-73.0,,-44.0,-62.0,,-74.0,-71.0,1191,"(8, 11)",-20.65539299594879
"(7, 1)",-42.0,,,,-44.0,,,,,1191,"(13, 9)",-9.12400422214849
"(7, 1)",-33.0,,,,,,-76.0,-80.0,,1191,"(16, 12)",-33.66802498429887
"(7, 1)",-39.0,-47.0,-67.0,,-44.0,-52.0,,-71.0,-78.0,1191,"(12, 9)",-14.265210606282073
"(7, 1)",-40.0,,-69.0,-78.0,-50.0,-61.0,-76.0,-73.0,-79.0,1191,"(12, 9)",-23.52332029111716
"(7, 1)",,-64.0,,,-59.0,,-79.0,,,1191,"(11, 10)",-33.686543795303685
"(7, 1)",-41.0,-56.0,-70.0,,-51.0,-52.0,-67.0,-69.0,-65.0,1191,"(14, 11)",-13.525441859907685
"(7, 1)",,-65.0,,,-49.0,-61.0,,,,1191,"(8, 11)",-27.396539005989297
"(7, 1)",-38.0,-64.0,-84.0,,-35.0,-68.0,-81.0,-80.0,-83.0,1191,"(12, 9)",-35.39637182344335
"(7, 1)",-53.0,-63.0,-68.0,,-50.0,-64.0,-77.0,-77.0,-73.0,1191,"(12, 9)",-23.90786805798072
"(7, 1)",-38.0,-52.0,-65.0,,-44.0,-53.0,-66.0,-72.0,-71.0,1191,"(12, 9)",-13.241806875391648
"(7, 1)",-51.0,-64.0,,,-61.0,-58.0,-73.0,,,1191,"(14, 11)",-26.419579183660833
"(7, 1)",-51.0,-61.0,-70.0,,-50.0,-65.0,-71.0,-79.0,-79.0,1191,"(12, 9)",-25.324125857456135
"(7, 1)",,,-63.0,,,,-60.0,,-68.0,1191,"(9, 75)",-24.075522637323534
"(7, 1)",-39.0,-47.0,,-82.0,,-53.0,-74.0,,-67.0,1191,"(16, 12)",-18.292810238949706
"(7, 1)",-58.0,-64.0,-69.0,,-52.0,-54.0,-70.0,-65.0,-63.0,1191,"(11, 30)",-15.750276665402662
"(7, 1)",-45.0,-56.0,,-76.0,-49.0,-65.0,-73.0,-65.0,,1191,"(12, 9)",-19.629520277373206
"(7, 1)",-52.0,,,,-44.0,,,,,1191,"(9, 5)",-17.109383718950163
"(7, 1)",,,,,-64.0,,,,-68.0,1191,"(6, 14)",-16.501262457186986
"(7, 1)",-51.0,-61.0,,,-49.0,-56.0,-71.0,,,1191,"(12, 9)",-23.05091613726349
"(7, 1)",-52.0,-86.0,,,-47.0,-53.0,,-74.0,,1191,"(12, 9)",-30.185791925431
"(7, 1)",-39.0,-59.0,-69.0,,-40.0,-68.0,-73.0,,-80.0,1191,"(12, 9)",-25.287432493390764
"(7, 1)",-41.0,-54.0,-77.0,,-34.0,-73.0,,,-85.0,1191,"(12, 9)",-30.567441684912254
"(7, 1)",,,-69.0,,,,-74.0,,-73.0,1191,"(8, 87)",-35.385790730314
"(7, 1)",-48.0,-61.0,,,-34.0,-65.0,,,,1191,"(12, 9)",-26.853694229421183
"(7, 1)",-41.0,,-69.0,,,-54.0,-68.0,-68.0,-63.0,1191,"(9, 34)",-11.703512572399477
"(7, 1)",-44.0,,-68.0,,,-54.0,-72.0,-65.0,,1191,"(16, 12)",-15.64946166480635
"(7, 1)",-48.0,-52.0,-60.0,-79.0,-44.0,-59.0,-73.0,-65.0,-64.0,1191,"(13, 14)",-12.55916866492283
"(7, 1)",-43.0,,,,-43.0,-56.0,-66.0,,,1191,"(12, 9)",-18.282894535746664
"(7, 1)",,-68.0,-75.0,,,-60.0,-79.0,-81.0,-83.0,1191,"(11, 29)",-37.72827940140087
"(7, 1)",-45.0,,-65.0,-76.0,-47.0,-56.0,-71.0,,-67.0,1191,"(12, 9)",-14.469123822607312
"(7, 1)",-50.0,,,-82.0,-45.0,,-79.0,-77.0,-83.0,1191,"(12, 9)",-32.627973013167576
"(7, 1)",,,,,-46.0,,,,,1191,"(13, 9)",-11.126317195212469
"(7, 1)",-44.0,-54.0,,,-41.0,-58.0,-69.0,-61.0,,1191,"(12, 9)",-13.592887254667982
"(7, 1)",-38.0,-62.0,-79.0,,-36.0,-66.0,-81.0,-81.0,,1191,"(12, 9)",-33.28275071625551
"(7, 1)",-44.0,-48.0,-66.0,-76.0,-54.0,-56.0,,-69.0,-66.0,1191,"(16, 12)",-12.62131194968717
"(7, 1)",-45.0,-67.0,-79.0,,-41.0,-66.0,-80.0,,-75.0,1191,"(12, 9)",-30.836727318893146
"(7, 1)",-48.0,-64.0,,,-53.0,-61.0,-74.0,,,1191,"(12, 9)",-27.849216055926586
"(7, 1)",,,-63.0,,-48.0,,-71.0,-67.0,-62.0,1191,"(7, 84)",-16.181000714010953
"(7, 1)",-38.0,-60.0,,,-39.0,-67.0,-76.0,,,1191,"(12, 9)",-29.642219256695782
"(7, 1)",-51.0,-59.0,,,-35.0,-66.0,,-75.0,-81.0,1191,"(12, 9)",-26.111843846453855
"(7, 1)",-35.0,,-68.0,,-36.0,,,-71.0,,1191,"(12, 9)",-13.752371960340206
"(7, 1)",,-63.0,-68.0,,-50.0,-66.0,-76.0,,-72.0,1191,"(8, 11)",-23.508671516458282
"(7, 1)",-38.0,-45.0,-63.0,-83.0,-44.0,-52.0,-80.0,-72.0,-75.0,1191,"(12, 9)",-18.77908257505038
"(7, 1)",,-68.0,-65.0,,,-50.0,-67.0,-69.0,-75.0,1191,"(7, 31)",-22.652089254648537
"(7, 1)",-43.0,-57.0,-69.0,,-55.0,-50.0,-70.0,-65.0,-64.0,1191,"(16, 12)",-13.050346221739957
"(7, 1)",-51.0,-56.0,-61.0,,-43.0,,-63.0,-70.0,,1191,"(11, 10)",-11.87792805154211
"(7, 1)",-40.0,,-76.0,,-35.0,-73.0,-82.0,,-85.0,1191,"(12, 9)",-37.28739865490819
"(7, 1)",-38.0,-49.0,,-84.0,-47.0,,-69.0,-73.0,-76.0,1191,"(12, 9)",-20.997118712183596
"(7, 1)",,,-67.0,,-53.0,,-74.0,-77.0,-77.0,1191,"(8, 76)",-27.194805661674394
"(7, 1)",-46.0,-65.0,-82.0,,,-59.0,-76.0,-82.0,-84.0,1191,"(16, 12)",-33.40256584527805
"(7, 1)",-63.0,-66.0,-82.0,,-49.0,-63.0,,,-79.0,1191,"(12, 9)",-30.610589528958357
"(7, 1)",-40.0,-50.0,,,-49.0,-58.0,-74.0,-68.0,-78.0,1191,"(12, 9)",-19.077944670780926
"(7, 1)",,,,,-51.0,,,-77.0,-79.0,1191,"(5, 11)",-26.39313674961951
"(7, 1)",-36.0,-62.0,-69.0,,-41.0,-70.0,,,-75.0,1191,"(12, 9)",-23.249021774870773
"(7, 1)",-50.0,-69.0,-73.0,,-63.0,-64.0,-75.0,,-74.0,1191,"(14, 11)",-27.053213471275598
"(7, 1)",,,,,-33.0,-61.0,,,,1191,"(6, 11)",-26.112331553994874
"(7, 1)",-61.0,-67.0,-74.0,,-53.0,-61.0,-85.0,,-77.0,1191,"(12, 9)",-30.357016647436996
"(7, 1)",-48.0,,-86.0,,-46.0,-67.0,,,-81.0,1191,"(12, 9)",-36.15584763847515
"(7, 1)",-49.0,-62.0,-69.0,,-43.0,-55.0,-73.0,,,1191,"(12, 9)",-21.901083223552796
"(7, 1)",-46.0,-49.0,-77.0,,-48.0,-52.0,-69.0,-64.0,-64.0,1191,"(13, 14)",-12.758759269079794
"(7, 1)",-49.0,-43.0,-64.0,-75.0,-62.0,-50.0,,-65.0,-67.0,1191,"(14, 15)",-12.047906840515816
"(7, 1)",-62.0,,-75.0,,-50.0,,,,-81.0,1191,"(12, 9)",-27.988955705470026
"(7, 1)",-36.0,,-70.0,,-44.0,-67.0,-80.0,,,1191,"(12, 9)",-29.9056846671985
"(7, 1)",-59.0,,-79.0,,-39.0,,-80.0,,,1191,"(12, 9)",-37.32988760236242
"(7, 1)",,-58.0,-63.0,,-51.0,-59.0,-69.0,,-70.0,1191,"(11, 30)",-17.14037499525111
"(7, 1)",-42.0,,,,,-64.0,,,,1191,"(14, 11)",-28.675493455706356
"(7, 1)",-45.0,-66.0,-76.0,,-50.0,-62.0,-78.0,-80.0,-83.0,1191,"(12, 9)",-31.31835174007217
"(7, 1)",-48.0,-70.0,-76.0,,-51.0,,-73.0,-76.0,-72.0,1191,"(12, 9)",-25.50736897542736
"(7, 1)",-43.0,-46.0,-74.0,-74.0,-45.0,-62.0,,,-73.0,1191,"(12, 9)",-16.90247517402961
"(7, 1)",-48.0,-57.0,-63.0,,-44.0,,-70.0,-62.0,,1191,"(11, 10)",-11.486578155596524
"(7, 1)",-53.0,-58.0,-64.0,,-48.0,-66.0,-71.0,-66.0,-63.0,1191,"(13, 14)",-14.315242599419234
"(7, 1)",-65.0,,-71.0,,-54.0,-56.0,-78.0,-74.0,-71.0,1191,"(10, 30)",-23.079031725636955
"(7, 1)",-51.0,-61.0,,,-56.0,-55.0,,,-67.0,1191,"(12, 12)",-16.37863490714105
"(7, 1)",-47.0,,,,-50.0,-51.0,,-65.0,,1191,"(12, 10)",-11.085829893100426
"(7, 1)",,-61.0,-71.0,,-40.0,-55.0,-76.0,-63.0,-67.0,1191,"(8, 11)",-16.440556846381472
"(7, 1)",,-62.0,,,-52.0,-58.0,-65.0,-61.0,-63.0,1191,"(9, 31)",-13.080556984838331
"(7, 1)",-39.0,-72.0,-76.0,,-50.0,,-79.0,,-88.0,1191,"(12, 9)",-37.21250951187078
"(7, 1)",-35.0,-53.0,,,-40.0,-63.0,-80.0,-78.0,,1191,"(12, 9)",-27.720856967367084
"(7, 1)",-48.0,-65.0,,,-51.0,,,-79.0,-77.0,1191,"(12, 9)",-26.845557821952678
"(7, 1)",,,,,-49.0,-55.0,,,,1191,"(6, 11)",-20.060068524386708
"(7, 1)",-42.0,-55.0,-70.0,-79.0,-46.0,-54.0,-64.0,-62.0,-63.0,1191,"(14, 11)",-11.610740740044745
"(7, 1)",-46.0,-68.0,-76.0,,-34.0,-69.0,-78.0,-82.0,-84.0,1191,"(12, 9)",-34.03853799191757
"(7, 1)",-45.0,-67.0,-80.0,,-48.0,,-82.0,-81.0,-84.0,1191,"(12, 9)",-36.23895879766184
"(7, 1)",-57.0,-60.0,-70.0,,-56.0,-64.0,-72.0,,-73.0,1191,"(13, 14)",-22.203657226605667
"(7, 1)",,-67.0,,,-42.0,-64.0,-82.0,,-77.0,1191,"(8, 11)",-31.78951299362629
"(7, 1)",-38.0,-43.0,,,-48.0,,-71.0,,,1191,"(16, 12)",-14.187168954991348
"(7, 1)",-52.0,-57.0,-63.0,,,-53.0,-69.0,,-69.0,1191,"(11, 30)",-15.936758932454334
"(7, 1)",-45.0,-66.0,-62.0,,-47.0,-52.0,-65.0,-68.0,-74.0,1191,"(12, 9)",-14.369716394339768
"(7, 1)",,,,-75.0,-44.0,,-69.0,,,1191,"(8, 11)",-20.03654821208977
"(7, 1)",,-64.0,-75.0,,-45.0,-60.0,-74.0,-78.0,-69.0,1191,"(8, 11)",-24.133601003910616
"(7, 1)",-51.0,-55.0,,-77.0,-46.0,-52.0,-69.0,-68.0,-65.0,1191,"(11, 10)",-14.014327439034005
"(7, 1)",,-50.0,-69.0,,-53.0,-54.0,,-82.0,-72.0,1191,"(11, 29)",-20.862424430836068
"(7, 1)",-57.0,-65.0,-74.0,,,-68.0,,,,1191,"(16, 12)",-29.389548980975963
"(7, 1)",-50.0,-64.0,-71.0,,-52.0,,-78.0,,-85.0,1191,"(12, 9)",-30.492526763852744
"(7, 1)",-48.0,-53.0,-58.0,-73.0,-42.0,-63.0,-67.0,-66.0,-65.0,1191,"(11, 10)",-10.466176917417046
"(7, 1)",-53.0,-60.0,-73.0,,-60.0,-54.0,-71.0,-65.0,-62.0,1191,"(11, 30)",-16.600020931432848
"(7, 1)",,-65.0,-69.0,,-64.0,-58.0,-78.0,-73.0,-83.0,1191,"(7, 31)",-29.610165223555057
"(7, 1)",-52.0,-70.0,-71.0,,-54.0,-65.0,-80.0,-75.0,-74.0,1191,"(12, 9)",-26.98097284882596
"(7, 1)",-63.0,-66.0,-75.0,,-50.0,-60.0,-76.0,-76.0,-82.0,1191,"(8, 11)",-28.66413976937307
"(7, 1)",-42.0,-56.0,,,-41.0,-64.0,,,-71.0,1191,"(12, 9)",-18.587798102064053
"(7, 1)",-54.0,,-76.0,,,-68.0,-75.0,,-81.0,1191,"(16, 12)",-31.3064821945906
"(7, 1)",,-48.0,-60.0,,-52.0,,-68.0,,-65.0,1191,"(15, 33)",-10.810576013693323
"(7, 1)",-56.0,-62.0,-73.0,,-47.0,-67.0,-81.0,-79.0,-76.0,1191,"(12, 9)",-28.64940348076721
"(7, 1)",-42.0,,-79.0,,-33.0,-59.0,-87.0,-77.0,,1191,"(12, 9)",-33.89514667318093
"(7, 1)",,-54.0,-72.0,,-52.0,-60.0,,-70.0,,1191,"(13, 14)",-18.748614277150935
"(7, 1)",-36.0,-66.0,,,-43.0,-66.0,,-76.0,-79.0,1191,"(12, 9)",-27.68568065330373
"(7, 1)",-39.0,-58.0,-63.0,,-39.0,-64.0,-74.0,-72.0,-71.0,1191,"(12, 9)",-18.172769221701095
"(7, 1)",,-65.0,,,,,,-79.0,-88.0,1191,"(17, 33)",-41.49504399678307
"(7, 1)",-44.0,,-62.0,,-44.0,,-72.0,-67.0,-69.0,1191,"(12, 9)",-10.223512468494825
"(7, 1)",-45.0,-78.0,,-85.0,-47.0,-67.0,,,,1191,"(12, 9)",-37.96201472243951
"(7, 1)",-54.0,-65.0,,,-50.0,-66.0,-72.0,,-74.0,1191,"(12, 9)",-25.60068597666052
"(7, 1)",-52.0,,-75.0,,-34.0,-58.0,-82.0,,-87.0,1191,"(12, 9)",-33.59756107239291
"(7, 1)",-66.0,-65.0,-69.0,-82.0,-43.0,-67.0,,,-71.0,1191,"(11, 10)",-24.723188148772106
"(7, 1)",-43.0,-65.0,,,-32.0,-64.0,,,,1191,"(12, 9)",-28.70025912597501
"(7, 1)",-64.0,-64.0,-71.0,,-46.0,-63.0,-75.0,-75.0,-71.0,1191,"(8, 11)",-24.114408999508125
"(7, 1)",-38.0,-59.0,,,-48.0,-64.0,,,,1191,"(12, 9)",-25.080487488873835
"(7, 1)",-45.0,-70.0,,,-53.0,-61.0,-81.0,,,1191,"(12, 9)",-34.23603750209734
"(7, 1)",-47.0,-62.0,-61.0,-78.0,-44.0,-55.0,-68.0,-66.0,-65.0,1191,"(11, 10)",-12.795646338565883
"(7, 1)",-55.0,-67.0,-70.0,,-50.0,-59.0,-78.0,,,1191,"(12, 9)",-27.13919410855844
"(7, 1)",-59.0,-76.0,-73.0,,-57.0,-65.0,,,-84.0,1191,"(12, 9)",-32.551763127654816
"(7, 1)",-39.0,-43.0,-64.0,,-40.0,-56.0,-67.0,,-69.0,1191,"(12, 9)",-10.269552442534849
"(7, 1)",,-65.0,,,-48.0,-51.0,,-67.0,,1191,"(8, 11)",-17.26485844728684
"(7, 1)",,,-68.0,,-55.0,,,-63.0,-60.0,1191,"(12, 94)",-15.012295752012704
"(7, 1)",,,-69.0,,,-56.0,-71.0,-72.0,-67.0,1191,"(6, 78)",-24.862292105783794
"(7, 1)",-45.0,-62.0,-76.0,,-35.0,-65.0,,,,1191,"(12, 9)",-27.66251711055882
"(7, 1)",-47.0,-64.0,,,-52.0,,-78.0,-78.0,,1191,"(12, 9)",-31.127012822901765
"(7, 1)",-51.0,-67.0,-71.0,,-49.0,-63.0,,,-76.0,1191,"(12, 9)",-24.223756236563318
"(7, 1)",-45.0,-66.0,,,-44.0,-65.0,,-77.0,-74.0,1191,"(12, 9)",-25.323143476231337
"(7, 1)",-52.0,-63.0,-75.0,,-40.0,-65.0,-85.0,-79.0,-81.0,1191,"(12, 9)",-31.944769948731572
"(7, 1)",-42.0,-45.0,-63.0,,-41.0,-53.0,-74.0,,-72.0,1191,"(12, 9)",-13.315335858002982
"(7, 1)",-49.0,,-67.0,,-45.0,-56.0,-71.0,,-68.0,1191,"(11, 10)",-14.901867899426056
"(7, 1)",-54.0,-65.0,-76.0,,-34.0,-71.0,-80.0,-80.0,,1191,"(12, 9)",-33.28437579580163
"(7, 1)",,,-65.0,,-52.0,-59.0,-75.0,-65.0,-63.0,1191,"(7, 77)",-16.114361620202757
"(7, 1)",,,,-76.0,,,,-75.0,,1191,"(7, 109)",-41.880971359035016
"(7, 1)",-55.0,-52.0,-58.0,,-52.0,-46.0,,-64.0,-68.0,1191,"(13, 14)",-9.02069285449535
"(7, 1)",-62.0,-69.0,,,-36.0,-64.0,,,,1191,"(12, 9)",-31.113440217375796
"(7, 1)",,-58.0,-67.0,,,,,,-81.0,1191,"(17, 33)",-26.55700733800957
"(7, 1)",-51.0,-55.0,,,-44.0,,-69.0,-63.0,-65.0,1191,"(11, 10)",-10.303635820256869
"(7, 1)",-62.0,-70.0,-79.0,,-34.0,-67.0,,,,1191,"(12, 9)",-33.50719779426988
"(7, 1)",-48.0,-70.0,-77.0,,-48.0,,-73.0,,-75.0,1191,"(12, 9)",-27.842661692723023
"(7, 1)",-49.0,-51.0,-66.0,,-50.0,-52.0,-73.0,,-66.0,1191,"(13, 14)",-14.028869391467767
"(7, 1)",-54.0,,,,-60.0,-60.0,,,,1191,"(13, 10)",-24.53714759561992
"(7, 1)",-49.0,,,,-54.0,,,,-81.0,1191,"(12, 9)",-29.775956719187093
"(7, 1)",-47.0,-67.0,-81.0,,-33.0,-68.0,-83.0,-79.0,-85.0,1191,"(12, 9)",-35.98998561851134
"(7, 1)",,,,,-54.0,-58.0,,,,1191,"(6, 11)",-23.08620003919079
"(7, 1)",-51.0,-49.0,-61.0,,-52.0,-59.0,-74.0,,-67.0,1191,"(14, 15)",-14.728778879762423
"(7, 1)",-38.0,-71.0,,,-42.0,-71.0,-79.0,,,1191,"(12, 9)",-37.28034983399528
"(7, 1)",-49.0,-62.0,,,-33.0,-71.0,,,-84.0,1191,"(12, 9)",-32.55181992932859
"(7, 1)",-42.0,-70.0,-78.0,,-54.0,-70.0,-80.0,-80.0,,1191,"(12, 9)",-35.01296691771553
"(7, 1)",,,,,,-64.0,-86.0,,,1191,"(6, 31)",-54.60105231099696
